"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","group"
"GO:1903530","GO:1903530","regulation of secretion by cell","20/226","488/12463",0.000573944013872216,0.0133588858661911,0.0107700725023348,"21844/17260/66214/67847/320127/116838/11865/93691/18484/18750/19091/268860/12215/27062/192167/209630/545156/331461/94090/17967",20,1
"GO:0030195","GO:0030195","negative regulation of blood coagulation","4/226","22/12463",0.000595753834158731,0.0137581901076032,0.0110919957280869,"12527/19091/268860/208936",4,1
"GO:0034762","GO:0034762","regulation of transmembrane transport","18/226","418/12463",0.000611788168545877,0.0140189598931908,0.0113022310370287,"338370/20511/17260/114584/72978/54208/12293/109676/18750/19091/269994/192167/56543/20541/238161/14167/12043/98496",18,1
"GO:0048762","GO:0048762","mesenchymal cell differentiation","10/226","159/12463",0.000638292661648984,0.0145137931371877,0.0117011707366259,"21844/17260/20358/66214/18186/16449/16842/20346/214968/12043",10,1
"GO:0048640","GO:0048640","negative regulation of developmental growth","8/226","106/12463",0.000677957073162611,0.0152489710672419,0.0122938788178319,"211652/20358/19206/18186/13841/20346/70433/214968",8,1
"GO:0048729","GO:0048729","tissue morphogenesis","19/226","458/12463",0.000680941874450586,0.0152489710672419,0.0122938788178319,"17260/19206/13039/18186/16449/16842/13841/20346/22762/21676/18514/12215/70122/104156/56363/94109/12043/268902/269152",19,1
"GO:0007413","GO:0007413","axonal fasciculation","4/226","23/12463",0.000710997945603855,0.0153409483737591,0.012368031877427,"18186/20346/19283/17967",4,1
"GO:0050819","GO:0050819","negative regulation of coagulation","4/226","23/12463",0.000710997945603855,0.0153409483737591,0.012368031877427,"12527/19091/268860/208936",4,1
"GO:0106030","GO:0106030","neuron projection fasciculation","4/226","23/12463",0.000710997945603855,0.0153409483737591,0.012368031877427,"18186/20346/19283/17967",4,1
"GO:1900047","GO:1900047","negative regulation of hemostasis","4/226","23/12463",0.000710997945603855,0.0153409483737591,0.012368031877427,"12527/19091/268860/208936",4,1
"GO:2000311","GO:2000311","regulation of AMPA receptor activity","4/226","23/12463",0.000710997945603855,0.0153409483737591,0.012368031877427,"17260/72978/269994/192167",4,1
"GO:0055025","GO:0055025","positive regulation of cardiac muscle tissue development","5/226","40/12463",0.000735763579387414,0.0154364282414941,0.0124450087382461,"17260/22762/211323/238161/17967",5,1
"GO:0014031","GO:0014031","mesenchymal cell development","6/226","60/12463",0.000735768372142776,0.0154364282414941,0.0124450087382461,"20358/18186/16449/20346/214968/12043",6,1
"GO:0048864","GO:0048864","stem cell development","6/226","60/12463",0.000735768372142776,0.0154364282414941,0.0124450087382461,"20358/18186/16449/20346/214968/76626",6,1
"GO:0001822","GO:0001822","kidney development","12/226","222/12463",0.000736311360639605,0.0154364282414941,0.0124450087382461,"13047/17260/71371/19206/18186/16449/13841/70350/18514/12043/268902/269152",12,1
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","7/226","83/12463",0.000758071232381517,0.0157806941050688,0.0127225594522739,"21844/17260/72978/269994/192167/14800/545156",7,1
"GO:0030900","GO:0030900","forebrain development","15/226","322/12463",0.000789888333130472,0.0163280413477879,0.0131638364829399,"20511/12140/18186/16842/20346/70433/212712/18028/19091/211323/11682/67263/17967/243743/268902",15,1
"GO:0014033","GO:0014033","neural crest cell differentiation","6/226","61/12463",0.000803866930769482,0.0165016017177402,0.0133037626554248,"17260/20358/18186/16449/20346/214968",6,1
"GO:0048639","GO:0048639","positive regulation of developmental growth","10/226","164/12463",0.000811608003963147,0.0165456086876901,0.0133392415315613,"17260/18186/18213/116838/22762/14268/211323/238161/12043/17967",10,1
"GO:2001257","GO:2001257","regulation of cation channel activity","9/226","136/12463",0.000824918117959921,0.0167017668266406,0.0134651378447099,"17260/72978/12293/109676/19091/269994/192167/238161/14167",9,1
"GO:0048843","GO:0048843","negative regulation of axon extension involved in axon guidance","4/226","24/12463",0.000841163575562212,0.0168005373605534,0.0135447676747713,"20358/18186/20346/214968",4,1
"GO:0140058","GO:0140058","neuron projection arborization","4/226","24/12463",0.000841163575562212,0.0168005373605534,0.0135447676747713,"18186/20346/192167/19242",4,1
"GO:0060326","GO:0060326","cell chemotaxis","10/226","165/12463",0.000850536188860487,0.0168737246595409,0.0136037720351829,"21844/12317/18186/16842/14388/227541/18750/12778/19242/19271",10,1
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","9/226","137/12463",0.000869284107229678,0.0170500884925451,0.013745958388691,"16449/16438/18028/70122/104156/494504/19242/12043/268902",9,1
"GO:0097090","GO:0097090","presynaptic membrane organization","3/226","11/12463",0.000871862946830851,0.0170500884925451,0.013745958388691,"19266/192167/331461",3,1
"GO:0072080","GO:0072080","nephron tubule development","6/226","62/12463",0.000876729854826408,0.0170500884925451,0.013745958388691,"17260/19206/16449/18514/12043/269152",6,1
"GO:0006836","GO:0006836","neurotransmitter transport","11/226","196/12463",0.000896303709202911,0.0173168219895673,0.0139610017037179,"14395/20511/17260/67847/140919/320127/116838/18750/27062/192167/94090",11,1
"GO:0030517","GO:0030517","negative regulation of axon extension","5/226","42/12463",0.000923654075560171,0.0176149770797153,0.0142013774334005,"20358/18186/20346/70433/214968",5,1
"GO:0050922","GO:0050922","negative regulation of chemotaxis","5/226","42/12463",0.000923654075560171,0.0176149770797153,0.0142013774334005,"20358/18186/20346/214968/268902",5,1
"GO:0050771","GO:0050771","negative regulation of axonogenesis","6/226","63/12463",0.00095457825023328,0.0179125854824925,0.0144413124180482,"20358/18186/13841/20346/70433/214968",6,1
"GO:0001655","GO:0001655","urogenital system development","13/226","261/12463",0.000957438601567598,0.0179125854824925,0.0144413124180482,"13047/17260/71371/19206/18186/16449/13841/18027/70350/18514/12043/268902/269152",13,1
"GO:0050890","GO:0050890","cognition","13/226","261/12463",0.000957438601567598,0.0179125854824925,0.0144413124180482,"17260/17536/11980/210933/320127/18750/545156/94109/13048/19283/20238/19242/17967",13,1
"GO:0010001","GO:0010001","glial cell differentiation","11/226","198/12463",0.000973984768446819,0.0181075407265962,0.0145984873602357,"22066/16842/20678/18213/19317/18028/236539/211323/19283/19242/19271",11,1
"GO:1902668","GO:1902668","negative regulation of axon guidance","4/226","25/12463",0.000987269348989225,0.0182398012225759,0.0147051171454711,"20358/18186/20346/214968",4,1
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic","7/226","87/12463",0.00100375541748266,0.0184291988452095,0.0148578114755197,"17260/320127/116838/268860/192167/13048/20238",7,1
"GO:0006835","GO:0006835","dicarboxylic acid transport","6/226","64/12463",0.00103763746565529,0.0188175236102887,0.0151708829334426,"20511/20512/54208/208890/19091/268860",6,1
"GO:0021872","GO:0021872","forebrain generation of neurons","6/226","64/12463",0.00103763746565529,0.0188175236102887,0.0151708829334426,"18186/16842/20346/212712/67263/268902",6,1
"GO:0009880","GO:0009880","embryonic pattern specification","5/226","44/12463",0.00114507837245374,0.0203918965575745,0.0164401587516376,"19206/18186/17536/20346/212712",5,1
"GO:0002009","GO:0002009","morphogenesis of an epithelium","17/226","405/12463",0.00114514224807079,0.0203918965575745,0.0164401587516376,"17260/19206/13039/18186/16449/16842/13841/20346/21676/18514/12215/70122/104156/56363/94109/12043/269152",17,1
"GO:0048709","GO:0048709","oligodendrocyte differentiation","7/226","89/12463",0.00114805789333178,0.0203918965575745,0.0164401587516376,"22066/20678/19317/211323/19283/19242/19271",7,1
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","8/226","115/12463",0.00115729702438591,0.0203918965575745,0.0164401587516376,"66214/16449/16842/12527/269023/19091/268860/208936",8,1
"GO:0072657","GO:0072657","protein localization to membrane","19/226","479/12463",0.00115894405333982,0.0203918965575745,0.0164401587516376,"21844/19206/103978/58998/72978/14828/56224/230157/54208/109676/12215/23859/192167/545156/23888/104156/13823/19242/98496",19,1
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","10/226","172/12463",0.00116823958278568,0.0204338237083696,0.0164739608559749,"12317/18186/16403/16449/14268/68732/19283/19242/19271/12043",10,1
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","6/226","66/12463",0.00122031012598517,0.0212190396024244,0.0171070100633462,"17260/14802/320127/192167/14800/545156",6,1
"GO:0060047","GO:0060047","heart contraction","9/226","144/12463",0.00123718188779603,0.0213303386194371,0.017196740486577,"20346/14681/12293/109676/18750/19091/56543/20541/238161",9,1
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","11/226","204/12463",0.00124114284253829,0.0213303386194371,0.017196740486577,"17260/72978/12293/109676/18750/19091/269994/192167/238161/14167/12043",11,1
"GO:0007596","GO:0007596","blood coagulation","7/226","91/12463",0.00130815454289707,0.0221482798788743,0.0178561732233358,"12527/14268/18750/19091/268860/208936/19271",7,1
"GO:0010771","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","7/226","91/12463",0.00130815454289707,0.0221482798788743,0.0178561732233358,"20358/18186/13841/20346/70433/214968/192167",7,1
"GO:0009611","GO:0009611","response to wounding","14/226","304/12463",0.00131121413355988,0.0221482798788743,0.0178561732233358,"20511/20512/12527/233781/18213/14268/18750/19091/268860/56363/208936/19242/19271/12043",14,1
"GO:0014015","GO:0014015","positive regulation of gliogenesis","6/226","67/12463",0.00132039420718509,0.0221766208888587,0.0178790220398747,"21844/19317/104156/19283/20238/19242",6,1
"GO:0048483","GO:0048483","autonomic nervous system development","4/226","27/12463",0.00133138025459806,0.0222348024440219,0.0179259286137973,"18186/20346/78286/243743",4,1
"GO:0061326","GO:0061326","renal tubule development","6/226","68/12463",0.00142663008032087,0.023691677064205,0.019100476060594,"17260/19206/16449/18514/12043/269152",6,1
"GO:0098712","GO:0098712","L-glutamate import across plasma membrane","3/226","13/12463",0.00147122179205767,0.0242865259772977,0.0195800494311666,"20511/20512/54208",3,1
"GO:0007599","GO:0007599","hemostasis","7/226","93/12463",0.00148521015020565,0.0242865259772977,0.0195800494311666,"12527/14268/18750/19091/268860/208936/19271",7,1
"GO:0001654","GO:0001654","eye development","13/226","274/12463",0.00148709783555172,0.0242865259772977,0.0195800494311666,"58998/18186/17536/16449/140919/234267/23965/18213/18514/12215/208936/19242/12043",13,1
"GO:0016202","GO:0016202","regulation of striated muscle tissue development","8/226","120/12463",0.00152216521956156,0.0245481153091687,0.0197909454668321,"17260/16842/11865/22762/211323/238161/12043/17967",8,1
"GO:0008015","GO:0008015","blood circulation","14/226","309/12463",0.00152931591380778,0.0245481153091687,0.0197909454668321,"18519/20346/14681/12293/109676/18750/78286/19091/268860/56543/20541/23945/238161/19271",14,1
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","4/226","28/12463",0.00153141998044647,0.0245481153091687,0.0197909454668321,"12293/109676/56543/20541",4,1
"GO:0150063","GO:0150063","visual system development","13/226","275/12463",0.00153633333294865,0.0245481153091687,0.0197909454668321,"58998/18186/17536/16449/140919/234267/23965/18213/18514/12215/208936/19242/12043",13,1
"GO:0050817","GO:0050817","coagulation","7/226","94/12463",0.00158047187463239,0.0251176067817922,0.0202500754055899,"12527/14268/18750/19091/268860/208936/19271",7,1
"GO:0048634","GO:0048634","regulation of muscle organ development","8/226","121/12463",0.00160502639972128,0.0253714333560219,0.0204547130254375,"17260/16842/11865/22762/211323/238161/12043/17967",8,1
"GO:0048880","GO:0048880","sensory system development","13/226","277/12463",0.00163887283237148,0.0257686600664366,0.0207749613241267,"58998/18186/17536/16449/140919/234267/23965/18213/18514/12215/208936/19242/12043",13,1
"GO:0097120","GO:0097120","receptor localization to synapse","6/226","70/12463",0.0016585380903292,0.0259398867461011,0.0209130060512687,"72978/23859/192167/545156/23888/77531",6,1
"GO:0032409","GO:0032409","regulation of transporter activity","11/226","212/12463",0.00168851107933701,0.0262134887326785,0.0211335868138965,"17260/72978/12293/109676/18750/19091/269994/192167/238161/14167/12043",11,1
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","5/226","48/12463",0.00170263526274502,0.0262134887326785,0.0211335868138965,"20358/18186/14388/330119/21413",5,1
"GO:0048663","GO:0048663","neuron fate commitment","5/226","48/12463",0.00170263526274502,0.0262134887326785,0.0211335868138965,"17933/225207/18213/212712/211323",5,1
"GO:0099560","GO:0099560","synaptic membrane adhesion","4/226","29/12463",0.00175146464408948,0.0268255413882306,0.0216270300202813,"19266/241568/192167/23888",4,1
"GO:1901861","GO:1901861","regulation of muscle tissue development","8/226","123/12463",0.00178145757428155,0.0270496843781758,0.0218077364262482,"17260/16842/11865/22762/211323/238161/12043/17967",8,1
"GO:0031345","GO:0031345","negative regulation of cell projection organization","10/226","182/12463",0.00178440069477141,0.0270496843781758,0.0218077364262482,"20358/18186/13841/20346/70433/233781/214968/192167/235106/19283",10,1
"GO:1903522","GO:1903522","regulation of blood circulation","9/226","152/12463",0.00180189724897334,0.0271755523875775,0.0219092125224256,"20346/14681/12293/109676/18750/19091/56543/20541/238161",9,1
"GO:0048485","GO:0048485","sympathetic nervous system development","3/226","14/12463",0.00184754541446952,0.0275825466927873,0.022237335557464,"18186/20346/243743",3,1
"GO:0051938","GO:0051938","L-glutamate import","3/226","14/12463",0.00184754541446952,0.0275825466927873,0.022237335557464,"20511/20512/54208",3,1
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","15/226","351/12463",0.00186454524360201,0.0276964610054651,0.0223291744592169,"338370/17260/114584/72978/54208/12293/109676/18750/19091/269994/192167/56543/20541/238161/14167",15,1
"GO:0003015","GO:0003015","heart process","9/226","153/12463",0.00188502437276304,0.0278606602294378,0.022461553578608,"20346/14681/12293/109676/18750/19091/56543/20541/238161",9,1
"GO:0014070","GO:0014070","response to organic cyclic compound","18/226","464/12463",0.00199016816810557,0.0290141887808518,0.0233915402748553,"12317/17260/22027/19206/16438/14681/19883/11865/268903/18750/268860/545156/20541/11682/21372/238161/12043/17967",18,1
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","4/226","30/12463",0.00199251702385417,0.0290141887808518,0.0233915402748553,"17260/22762/238161/17967",4,1
"GO:2000249","GO:2000249","regulation of actin cytoskeleton reorganization","4/226","30/12463",0.00199251702385417,0.0290141887808518,0.0233915402748553,"13039/18186/18213/544963",4,1
"GO:0043087","GO:0043087","regulation of GTPase activity","12/226","252/12463",0.00217577206712172,0.0314188219561091,0.0253301805101599,"21844/16403/14681/227937/18213/320127/19091/544963/108699/545156/54712/243743",12,1
